ID,company_name,city,state,location,size,website,industry,description,revenue,founded,company_type,logo_url
1715,Interactive Resources - iR,Jacksonville,FL,"Jacksonville, FL",201-500 employees,http://irtalent.com/,Staffing and Recruiting,"Relationships. Talent. Results. 

We were founded on the power of relationships:

Interactive Resources, LLC is a staffing company founded in 2005 in Jacksonville, FL, by a small team of hard-working professionals who believe in the power of relationships. We now have offices across the United States, and help fill roles that span three main industries – professional, technical and industrial.

We utilize “technology powered by humans” to build the best teams:

Our company has grown alongside major advancements in technology, which we have leveraged as a tool to propel our efforts in the world of staffing, but we are committed to never losing site of the importance of human interaction. The power of relationships and personal connection in an industry that is too often driven by numbers is a core value we believe helps us stand out, and will enable us to continue to thrive as a growing team. 

We believe the best teams bring the best results:

We support building the best teams and work environments people love because this is what brings the results – we are a product of this belief. We value each and every one of our clients, partners, and staff – we wouldn’t be here without you. We also love learning about new opportunities and taking on new challenges. 

Contact us ASAP so we can discuss your needs. We’re excited to hear from you.",Unknown,2005.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQF4MQom2vUX2Q/company-logo_200_200/0/1546889318639?e=1677715200&v=beta&t=l4tMowmpwMo3SPMHwzJShRTmX4Qlq68Faw4pKUxyuCQ
1716,Inside Talent,Minneapolis,MN,"Minneapolis, Minnesota",2-10 employees,http://www.inside-talent.com/,Staffing and Recruiting,"Inside Talent provides a relief valve for growth companies whose hiring needs have exceeded capacity to hit business objectives. We have an end-to-end comprehensive recruiting program with a flexible on-demand team who can fill an expansive range of positions quickly with fees heavily weighted toward performance. This model is completely unique in the industry.

Interested in learning more? Contact us at info@inside-talent.com 

 ",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQH279ThDw1N2Q/company-logo_200_200/0/1603729318391?e=1677715200&v=beta&t=F4IUhwTjSzX8YrhT6NsrG8WdnI2iOiuv23NN2_J4zYQ
1717,Cognosante,Falls Church,VA,"Falls Church, VA","1,001-5,000 employees",http://www.cognosante.com/,IT Services and IT Consulting,"We’re solving Americans’ health, safety, and security challenges with technology, innovation, and purpose. Every day, we help government agencies solve difficult problems.

Cognosante is a leading provider of technology solutions to Federal, state, and local government agencies with missions in health, social services, defense, and intelligence. We improve how government delivers services to its citizens and protects our national IT infrastructure through technology transformation. This commitment to creating positive results with lasting impact means we’re always looking for passionate people who share our values to join the Cognosante team.

Cognosante is dedicated to serving our customers’ missions to create a healthier and safer nation. Our expertise includes military and Veterans’ health, the health insurance marketplace, business process outsourcing, customer experience, data and analytics, cybersecurity, IT infrastructure readiness and resiliency, and systems integration.

How does that impact people every day? Health professionals have accurate, secure, and timely health data so Americans get the healthcare they need, with fewer barriers to access. The military and others who protect the nation execute their missions with stronger, secure IT networks.  Veterans, military personnel and their families have more options to obtain health services in their communities.  

At Cognosante we are all VIPS. We create value by being enterprising. We develop innovative ideas and solutions. We perform at our best and deliver results. We share achieved results and recognitions. Come for the mission. Stay for the people.

Are you ready to make a difference in the lives of millions? Join us.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHARwORi337IQ/company-logo_200_200/0/1613758601742?e=1677715200&v=beta&t=bQVe6HeNKsKcipB6YnXr3HWJ8LZ16Nelwwvurrgp0fA
1718,Aimbridge Hospitality,Plano,TX,"Plano, TX","10,001+ employees",https://www.aimbridgehospitality.com/,Hospitality,"Welcome to Aimbridge Hospitality where the door to opportunity is waiting for you. We're passionate about connecting great people to great experiences in exciting destinations.  And with more than 1,500 hotels in over 20 countries, we’ve mastered the art of connection. From the rich diversity of our people and locations to our “people first” approach to business, the Aimbridge experience is like no other – for our customers and our team members. If you’re ready to grow, learn and connect with a team of dynamic colleagues with a passion for excellence, come on in, the door’s open.

Aimbridge is a place for growth. Associates can join at any level and rise to be their best while helping to define hospitality with a global leader. Here, people can learn while they earn with some of the best team members around. We encourage our talent to become better and grow every day by providing access to the training and technology they need to shine.

At Aimbridge, people can take their careers to the next level, knowing they’ll have our strength and size to back them up. Our passion to innovate and grow as a best-in-class hospitality services organization means there are more ways to build your strengths and capabilities. Our team-oriented environments are filled with people who are succeeding together as they develop and strengthen skills through our onboarding and industry-leading training. Employees’ commitment to guests, owners, and each other is the foundation of our shared success.

Aimbridge is the kind of place people describe as a community with shared values. We aspire to make all of the locations we manage feel like places where everyone belongs. Our properties and workplaces are often right down the street in the neighborhoods in which our people live. Team members are as diverse as the properties in which we operate. We have an inclusive workplace that ensures collaboration and support. Together we extend this welcoming spirit to every person and place we serve.",Unknown,2003.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHed1mX5iIqCw/company-logo_200_200/0/1654719233278?e=1677715200&v=beta&t=pzPvkW_HY2pWzhtLvZB7ErLChgPsZH2kjiPyGkU0iNc
1719,Compass One Healthcare,Wayne,PA,"Wayne, PA","10,001+ employees",https://www.compassonehealthcare.com/,Hospitals and Health Care,"Compass One is the union of two premier healthcare support service specialists – Morrison food and nutrition services and Crothall support services. Each of the 8 services offered by Compass One is a unique, specialized solution applying protocols learned in more than 2,138 locations through a combined 90 years of healthcare-only experience.

We know The Experience starts and ends with the Patient - of course. But everyone in your hospital has an experience and their experiences impact the Patient. Every experience matters - Families/Guests, Clinical Staff, your Community and our own Compass One Associates. Their experiences make the difference in the Patient experience.

The Experience is more than an engaging smile and calming voice – it’s about safety. A hospital’s caring, engaged environment is over shadowed by a breakdown in safety. An HAI incident impacts the Hospital’s reputation in a world fueled by social media. And, Clinical Staff and our own Associates need to know their workplace is safe.

Compass One Healthcare creates an engaged experience that is safe. Our unique Positive Impressions™ program creates a caring, friendly experience at every touchpoint with Compass One associates for Patients, Families, the Community and Clinical staff. We are passionate about a safer Patient environment and a safer workplace for everyone inside the hospital.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQE39km89YSy5A/company-logo_200_200/0/1580505381902?e=1677715200&v=beta&t=ZTZkS4DDpNq7LcWNvP7h3yq0ZDx__1EnmWzH3R1YpmM
1720,Alchemy Global Talent Solutions,Unknown,Unknown,Unknown,51-200 employees,https://www.alchemygts.com/,Staffing and Recruiting,"Alchemy are global recruitment experts with extensive experience placing talent across multiple industries for MNC's, Fortune 500 and boutique organisations across the world.

Our knowledge and experience in global recruitment is unparalleled, and our international network spans over 50 countries worldwide, from London to Australia, Hong Kong to New York - our reach is truly global!

In addition to our specialist markets, we maintain a substantial global talent pool across multiple industries - meaning we can find the best talent, no matter the role or location.

We proudly maintain our reputation as the ‘go-to’ talent partner in the following industry sectors; 

- Global Mobility
- Relocation Services
- Moving Services
- Shipping
- Fine Art & Gallery
- Legal & Immigration
- Technology
- Corporate Housing
- Human Resources
- Accounting & Finance
- Logistics
- Medical

As well as recruiting for niche positions in our specialist sectors, Alchemy provides global recruitment services for all business functions. 

**Global Expansion – Hire Anywhere**

Alchemy also helps businesses to expand globally and hire in new countries without having to set up new offices or subsidiaries via Employer of Record, Global PEO & International Contractor services. 

We find the talent and our partners help you employ using a locally compliant payroll.
Handling all the intricacies for you, together with our partners Alchemy enables you to hire anywhere, quickly and easily.

Contact a Global Talent Alchemist today to learn more; info@alchemygts.com",Unknown,1995.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF7btyR9364ug/company-logo_200_200/0/1656664345990?e=1677715200&v=beta&t=n1aQFxlLyM9yPWY6A2nvAxKp74ei-VqjfjomWEpli1s
1721,TBG | The Bachrach Group,New York,NY,"New York, NY",201-500 employees,http://www.bachrachgroup.com/,Staffing and Recruiting,"For nearly 50 years, TBG has been a national leader in talent search and organizational consulting. With offices in over 25 US cities, we are a one-stop shop for staffing needs across sectors. Whether the opportunity is project-based, contract to hire, temporary, or permanent, we have expertise, size, relationships, and a long track record of attracting and delivering superior talent. We pride ourselves on the comradery, collaboration, and effort of our team of qualified, industry-specific recruiters who are in-house trained to employ resources and capabilities of a national firm, while continuing to deliver the personal touch of a boutique.
 
Over the years we have successfully diversified, and today we thrive in providing resources in the following areas:

• Accounting 
• Architecture 
• Construction 
• Corporate Services
• Digital Marketing 
• Engineering
• Financial Services
• Healthcare
• Human Resources
• Legal
• Manufacturing
• Marketing
• Office Support
• Real Estate
• Technology


In addition to our main NYC headquarters, we have offices in the following markets:  

Boston, MA
Chicago, IL
Deerfield Beach, FL
Englewood Cliffs, NJ
Fairborn, OH
Farmingdale Long Island, NY
Las Vegas, NV 
Philadelphia, PA 
Pittsburgh, PA
San Francisco, CA
San Mateo, CA
Stamford, CT
Tampa, FL",Unknown,1974.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEnQbU8LmMrTw/company-logo_200_200/0/1668806915714?e=1677715200&v=beta&t=XJULI4UKjEyg9DpHQgRp9eFTHU1ObXtifRT7qisWGW8
1722,MedSpeed,Elmhurst,IL,"Elmhurst, Illinois","1,001-5,000 employees",http://www.medspeed.com/,Hospitals and Health Care,"Healthcare is changing. Healthcare organizations are growing. Care continues to expand outside of the hospital walls. This provides more capacity to utilize scale to create healthcare companies that are better functioning, smarter organizations. Intra-company logistics - the enterprise-wide movement of physical materials, such as blood and specimens, pharmaceuticals and supplies - is the foundation of the healthcare supply chain. Healthcare organizations, especially those providing service to patients’ homes, need transportation to function. With 130+ locations in 29 states, MedSpeed is the market-leading organization that is changing the way the healthcare industry views transportation by leveraging it to help organizations integrate and operate more effectively.",Unknown,2000.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHn0iGFltju6w/company-logo_200_200/0/1519917922135?e=1677715200&v=beta&t=4EaZ9wlAo5_N4nIwTFA_84EU8TOk6S-qpkwdlXRJXYc
1723,OneOncology,Nashville,TN,"Nashville, Tennessee","1,001-5,000 employees",http://www.oneoncology.com/,Hospitals and Health Care,"OneOncology is a partnership of independent community oncology practices committed to driving the future of cancer care delivery through a patient-centric, physician-driven, and technology-powered model to help improve the lives of everyone living with cancer.

OneOncology empowers community oncology practices by supporting the entire continuum of care, including prevention and diagnosis, research and treatment, and long-term survivorship, palliative, and hospice care. Our technology provides access to key clinical and operational data and the latest research via a cloud-based network. This comprehensive approach supports community oncologists’ transition to value-based care and commitment to providing their patients with access to best-in-class healthcare, close to home.

For OneOncology, cancer is personal, and the mission is critical. Working together with world class oncologists, OneOncology looks to drive the change that community cancer needs through continual learning, creative and smart evolution, and a collective desire to positively impact the lives of every person touched by cancer.

To learn more, visit www.oneoncology.com or follow us on Twitter @OneOncology.",Unknown,2018.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHdie2Mot6k2g/company-logo_200_200/0/1647607508627?e=1677715200&v=beta&t=lXabemzYIwLVCJRmBpUmJc31Wp9yd3wZUVKmli9aVSY
1724,TXM Recruit,Milton Keynes,Buckinghamshire,"Milton Keynes, Buckinghamshire",51-200 employees,http://www.txmrecruit.co.uk/,Staffing and Recruiting,"TXM Recruit is a multi-award-winning recruitment agency, providing contingent and permanent recruitment solutions within the Engineering and Technical sector.

Our story is unique! Formed, owned, and run by a collective group of qualified Engineering and Recruitment professionals, we provide around the clock resourcing support for both clients and candidates within the following sectors; Rail, FMCG, Facilities Management, Construction, General Manufacturing, Motorsport, Aerospace, and Energy.

Going The Xtra Mile is in our DNA. Our passionate team of professionally trained consultants believe in providing a world-class service that goes beyond expectation for our clients, candidates and each other.

TXM Recruit is part of TXM Group, a global organisation providing resourcing and consultancy solutions worldwide, specialising in Engineering, Healthcare and Technology.

Founded in 2005 and headquartered in the UK, TXM Group is a £220m turnover business with a global workforce of over 300 employees located across EMEA, Australasia, and North America. 

If you’re a candidate looking for work, or a client requiring resourcing support, contact us today! https://www.txmrecruit.co.uk/contact",Unknown,2005.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH3aE0sCAxEBQ/company-logo_200_200/0/1592817610379?e=1677715200&v=beta&t=gbGdEqYayognG2-k0h3XgSHFOnKVWtlXirnYB_6os34
1725,GTI USA,West Des Moines,IA,"West Des Moines, Iowa",51-200 employees,http://www.thegtiusa.com/,"Transportation, Logistics, Supply Chain and Storage","By combining decades of experience and our fully customizable trans-management software, GTI USA provides total freight management solutions, integrating seamlessly within our clients' logistics departments. 

For our clients and carriers, our dedicated representatives provide peace of mind 24/7 by taking comprehensive approaches to solve complex logistics challenges and using automation to provide superior communication, tracking and data integration services.

Our customer service philosophy is guided by our core values, shared by our larger family of companies:
 🟠Safety ⚪Candor 🔵Accountability 🔴Respect ⚫Teamwork

GTI USA is a proud member of The GTI Group, a North American-based family of specialized transport companies. Through our companies, we provide integrated logistics and transportation services including asset-based trucking, freight brokerage, air and ocean services, and warehousing and storage. See our Terms & Conditions, available on our website or by request, for more information on the companies composing The GTI Group.

Request rate: https://www.thegtiusa.com/contact 
Become a carrier for us: https://www.thegtiusa.com/carriers
Join the GTI USA team: https://www.thegtiusa.com/jobs ",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHGwb1ARYKBxQ/company-logo_200_200/0/1659616704857?e=1677715200&v=beta&t=jw5mmA9bvziV-YFidF5Kl9VYBCxn878jgkpM-9qQnKY
1726,Clarity Recruiting,New York,NY,"New York, NY",11-50 employees,http://www.clarityrecruiting.com/,Staffing and Recruiting,"We are a woman-owned, boutique recruiting agency.

Since 2000, Clarity’s goal has been to simplify the recruitment process in order to build better teams, the human way.

We strive to understand each client and candidate by applying our signature consultative approach to each search ー whether it’s for one critical hire, or part of a large-scale staffing solution. This approach begins with a deep-dive into our clients’ unique corporate cultures, followed by efficient development of a tailored placement strategy. It ends with the perfect hires that complete or build out your team so your company can achieve their most ambitious goals. We’re in it for the long haul as your recruitment partner, and we can’t wait to celebrate your big wins!

Team Clarity is comprised of experienced recruiting leaders with diverse industry expertise and extensive networks. These traits – along with Clarity’s constant pulse on the job market – enable our recruiters and account executives to deliver exceptional value to our clients, and offer fulfilling opportunities to job seekers across each practice area. Our core recruiting practice areas are Administrative, Human Resources, Finance, Creative, Legal, and Technology.",Unknown,2000.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFVeVG4PghbwQ/company-logo_200_200/0/1657129094673?e=1677715200&v=beta&t=BdvojM70-Dtb2xLF4o7zztwoYVxdM71NUVQTJhJCqhA
1727,Infosys,Bangalore,Karnataka,"Bangalore, Karnataka","10,001+ employees",https://www.infosys.com/,IT Services and IT Consulting,"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.",Unknown,1981.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFT17AbDs0seQ/company-logo_200_200/0/1656660630831?e=1677715200&v=beta&t=v3k9yekHjv9qlKx9fHssHDwkYwV15i8xs3b-uv_gm7k
1728,The Hive Student Housing,Isla Vista,CA,"Isla Vista, CA - California",2-10 employees,http://www.thehiveiv.com/,Real Estate,"The Hive is a national owner and operator of student housing properties.  Representative schools include the University of California - Santa Barbara, The University of Oregon and The University of Illinois.  The Hive was created specifically to redefine the student living experience.  Our properties are some of the best located in each market that we serve.  We pride ourselves on providing a best in class living experience that typically is lacking in the product types that we own.",Unknown,2014.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHec8aY9qYl8A/company-logo_200_200/0/1519905520881?e=1677715200&v=beta&t=u11nMSPCaBvYaR8iQGa_ogzlJo-sN4GzJzDbBrAKoGI
1729,Global Executive Solutions Group,Fairlawn,OH,"Fairlawn, OH",11-50 employees,http://www.globalesg.com/,Staffing and Recruiting,"Overview
Global Executive Solutions Group serves clients in selected industries to meet their needs for skilled management. In order to provide the most qualified talent today, our research, recruitment and selection processes are generally conducted globally. As an organization, we are committed to continuing to strengthen our leadership position as the strategic, forward-thinking and value-added authority on talent acquisition.

Mission

To create the best possible match between our clients and top talent...

We understand the dynamics that drive the markets in which we operate. Our seasoned professional team utilizes every available means to ensure that we deliver the most qualified talent on a timely basis. We have an excellent understanding of the talent pool and invest our time and resources in rigorous profiling and researching. The end results are thoroughly qualified candidates who are excited and eager about our clients' opportunities.

When the match is correct, everyone wins.",Unknown,2001.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEYY8oRSq0Bkw/company-logo_200_200/0/1519952455049?e=1677715200&v=beta&t=oq_hKCBUhZoZHqHBe50TBaFUzbyqqc79nI0SMiv4tcc
1730,Janicki Industries,Sedro-Woolley,WA,"Sedro-Woolley, Washington","501-1,000 employees",http://www.janicki.com/,Aviation and Aerospace Component Manufacturing,"Janicki Industries designs and builds high-precision parts, tooling and prototypes for aerospace, marine, space, military, wind energy, architecture and transportation customers. Our R&D lab pushes the boundaries of composite fabrication materials and techniques. Janicki also builds high cycle production tooling from Invar, Steel and Aluminum.  Customer-needs drive this process. Our proprietary 5-axis CNC machines are unrivaled in scale and precision, with machining envelopes up to 100 feet in length. A full-service engineering and manufacturing company, we specialize in large complex projects with demanding timelines. Using enterprise project management software, SAP, we provide customers real-time information regarding project resources, timelines and costs.",Unknown,1993.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQElZwRwaVJVig/company-logo_200_200/0/1628104218591?e=1677715200&v=beta&t=EWLg5brCDA0NZMghsvbzfSEhwxzq2_-HeruyLbqW0Yg
1731,Ascendo Resources,Coral Gables,FL,"Coral Gables, FL",201-500 employees,http://www.ascendo.com/,Staffing and Recruiting,"Ascendo Resources is a certified mimicry owned award-winning staffing and consulting firm that places quality accounting, financial services, banking, compliance, healthcare, Legal, IT, HR and administrative professionals in the best workplaces. Whether it’s for temporary, project or direct hire positions, Ascendo’s business professionals nimbly orchestrate perfect pairs between client companies and candidates. How do we give our clients and candidates a competitive advantage?

First, Ascendo’s business professionals have walked in your shoes. We have held positions with the Big 4, regulatory agencies, global banks, leading medical groups and hospitals, as well as Fortune 500 companies, as tax attorneys, auditors, traders, underwriters, HR executives and more.

Second, we not only have industry and functional expertise, we have local market knowledge. We are entrepreneurs living and contributing to the community we share with our clients and candidates.

Lastly, Ascendo Resources provides personal and timely service in an ethical and professional manner. Our culture ensures we always do the right thing for the candidate and the client. Always! 

Come see the difference - Nimble, ethical business professionals in your local market creating perfect pairings of candidates and client companies to give both a competitive advantage. That’s Ascendo!",Unknown,2009.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHDlQVApqGaRw/company-logo_200_200/0/1657045720411?e=1677715200&v=beta&t=CJ2vP70nh1ILM-u82Z8n5K9asE4eWlV-MpK2Wufj6YQ
1732,SNI Financial,Jacksonville,FL,"Jacksonville, Florida",201-500 employees,http://www.snifinancial.com/,Staffing and Recruiting,"Recently awarded ClearlyRated's 2022 Best of Staffing award for Client and Talent Satisfaction, SNI Financial focuses on direct hire placement for accounting, finance, tax, banking and human resources professionals. Choose from contingent or retained search for positions ranging from individual contributors to C-Level.",Unknown,1998.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGXzqJpbU3foQ/company-logo_200_200/0/1642025279497?e=1677715200&v=beta&t=LJfnfoZHCdUbYSFbABE8jP46UhnHYbA3ZOwJOsmrLSk
1733,Vaco,Brentwood,TN,"Brentwood, Tennessee","1,001-5,000 employees",http://vaco.com/,Staffing and Recruiting,"Vaco delivers critical talent solutions to companies in the areas of consulting, project resources, executive search, direct hire and strategic staffing with expertise in numerous areas including accounting and finance, technology and operations. Vaco’s family of brands includes Pivot Point Consulting, a best in KLAS health care IT solutions provider; Focus Search Partners, a retained executive search practice; and MorganFranklin Consulting, Vaco's methodology-driven global consulting platform. Since its founding in 2002, Vaco has grown to serve more than 12,000 clients across the globe with more 9,800 employees. Vaco has been named to Inc. magazine’s list of the fastest-growing private companies for the past 15 years and was named to Forbes’ 2018-2021 lists of America’s Best Recruiting Firms.",Unknown,2002.0,Unknown,https://media-exp1.licdn.com/dms/image/D4E0BAQHpWPY-DKnoDw/company-logo_200_200/0/1664807579303?e=1677715200&v=beta&t=PwEZ5kJx2QVieJGfVCEjtxDPePs7y26S8AQyLpDdQGs
1734,Rasa Floors,Carrollton,TX,"Carrollton, TX",201-500 employees,https://www.rasafloors.com/,Wholesale Building Materials,"Rasa Floors was founded in 1994 on the simple premise to relieve key frustrations of property managers by providing quality products and extraordinary service.  From online & mobile app account management, next-day/same-day installations to being open and fully-staffed Monday through Saturday, we understand the needs of the multifamily housing industry like nobody else!

We're Fast, we're Open and we're Dedicated. That's why you'll enjoy doing business with us! ",Unknown,1994.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHi9PYrbLYdww/company-logo_200_200/0/1532369952588?e=1677715200&v=beta&t=8iezAkWgPwTkYMRpqcLBU73n-YtuAd7yEkreQRsoE3g
1735,JMJ Phillip Group,Troy,MI,"Troy, Michigan",11-50 employees,http://jmjphillip.com/,Staffing and Recruiting,"JMJ Phillip is a leading, boutique executive search firm specializing in the  manufacturing, supply chain and technology sectors. JMJ Phillip is just one of the national firms within  a group of flagship recruiting and executive search brands alongside Clarke Caniff, Intrinsic Workforce Recruiters and Life Science Search Partners, to name a few.   JMJ Phillip Executive Search is backed by the expertise and real-time market insights of half a dozen search brands to deliver the top 5% of talent to clients with the most demanding experience, location and time requirements.
 
Co-headquartered in Detroit and Chicago with offices throughout the United States, JMJ Phillip first established its reputation as the leading supply chain and manufacturing executive recruiting firm based on work with large automotive companies, heavy equipment and defense manufacturers, tier 1 suppliers along with many other small and large manufacturers. Since the firm’s founding more than 20 years ago, JMJ Phillip has gone on to become the number one boutique manufacturing and supply chain executive search firm for Fortune 100 to family-owned businesses and private equity firms, across nearly all sectors and industries.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFOIEXW0K-t3Q/company-logo_200_200/0/1560890645080?e=1677715200&v=beta&t=htDc7hdakFc0HdzHfsjfr17CwAzO_jGANZF_pb4Txns
1736,Sonder Inc.,San Francisco,CA,"San Francisco, California","1,001-5,000 employees",http://www.sonder.com/,Hospitality,"Sonder is revolutionizing hospitality through innovative, tech-powered service and inspiring, thoughtfully designed accommodations combined into one seamlessly managed experience. Welcome to the future of hospitality.

Officially launched in 2014 and headquartered in San Francisco, Sonder is making a world of better stays open to all with a variety of accommodation options — from rooms to suites and apartments — found in more than 30 cities spanning eight countries and three continents. 

Sonder’s innovative app empowers guests by making self-service features and 24/7 on-the-ground support just a tap away. From simple self check-in to boutique bathroom amenities, we bring the best of a hotel without any of the formality.",Unknown,2012.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFdUrcm5S5aiw/company-logo_200_200/0/1617914936516?e=1677715200&v=beta&t=TZuKLi9G6DKzPe0DbweXt8M6umxRBTQA2rncnld1JTk
1737,ForceBrands,New York,NY,"New York, NY",51-200 employees,https://forcebrands.com/,Staffing and Recruiting,"ForceBrands is the leader in strategic hiring for consumer brands. We offer executive recruiting services and a job board for consumer brand professionals. We build the teams that build the brands.

Go HIRE with ForceBrands.

Follow @ForceBrands on Facebook, Instagram, and Twitter.",Unknown,2007.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG3yXOImMECNQ/company-logo_200_200/0/1591974178289?e=1677715200&v=beta&t=Xe9w9bdgs5JBSU9prZ2sw-hKYoIVxq-r-0b4ryiWVZc
1738,Delaware North,Buffalo,NY,"Buffalo, NY","10,001+ employees",http://www.delawarenorth.com/,Hospitality,"Delaware North is one of the largest privately held hospitality and food service companies in the world. Founded in 1915 and owned by the Jacobs family for more than 100 years, Delaware North has global operations at high-profile places such as sports and entertainment venues, national and state parks, destination resorts and restaurants, airports, and regional casinos. Our associates are dedicated to creating special experiences one guest at a time. Delaware North operates in the sports, travel hospitality, restaurant and catering, parks, resorts, gaming, and specialty retail industries. Learn more about Delaware North, a global leader in hospitality and food service, at www.DelawareNorth.com.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHBxH1m4DClkg/company-logo_200_200/0/1554235404300?e=1677715200&v=beta&t=FptC2j-SuOJGfl7D2Cvs5UGJan_lUVfvktgUs58-7Ps
1739,Hyatt Regency,Unknown,Unknown,Unknown,"10,001+ employees",http://www.regency.hyatt.com/,Hospitality,"Welcome to Hyatt Regency hotels, where connections flow seamlessly whether you’re traveling for business or leisure. With more than 150 hotels in over 30 countries, Hyatt Regency is a welcome place for convention goers, business travelers, and leisure seekers alike.

Find yourself surrounded by enthusiastic service, eager to make sure all your needs are met. Because no detail goes unnoticed here.

Our worldwide hotels are conveniently located in urban, suburban, airport, convention, and vacation destinations.",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEMVMwRQNUpDw/company-logo_200_200/0/1656702212996?e=1677715200&v=beta&t=k3O5II6xPfheVjz8e5RV_V_gXFjxAwwVOWe1QOC6Tkk
1740,Philadelphia Country Club,Gladwyne,PA,"Gladwyne, Pennsylvania",51-200 employees,http://philadelphiacc.net/,Hospitality,"Philadelphia Country Club is a premier, full service, family-oriented private country club, dedicated to the enjoyment of our Members, their Families and their Guests. Our community is guided by our core values, which are integrity and respect for each other, our Staff and the traditions of the Club.",Unknown,1890.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGbTaL9y21LXw/company-logo_200_200/0/1554925585755?e=1677715200&v=beta&t=aMCTaAPi6Uqa6g3im0m4Gf6d7hFoQco1jQNyc1uQT6M
1741,Aegis Worldwide,Carmel,IN,"Carmel, IN",11-50 employees,http://www.teamaegis.com/,Staffing and Recruiting,"Aegis Worldwide is a leading recruiting firm where we’re all about finding the right talent and recruiting solutions for our clients. We’ve been growing for over 14 years and are a multi-state, multi-divisional operation. We have experience filling a variety of technical and corporate positions across hundreds of organizations throughout the country.

We’re a dynamic group of professionals who are dedicated to our own professional development while furthering the progress of our company. At Aegis Worldwide we take pride in working together and being collaborative with our clients. Our culture focuses on meeting goals, working as a team, and getting better at what we do each day. 

Office locations: Indianapolis (HQ), Chicago, Detroit, and Nashville",Unknown,2004.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHpYtpRs-8LAQ/company-logo_200_200/0/1519912827294?e=1677715200&v=beta&t=zDOCQHNxthX5dwzdY3xQY8gXCqn2G3U00lORg87mU84
1742,Naples Yacht Club,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1743,"Community Solutions for Children, Families, and Individuals",Gilroy,CA,"Gilroy, California",201-500 employees,http://www.communitysolutions.org/,Mental Health Care,"Everybody faces challenges in their lives. Nobody should have to face those challenges alone. Community Solutions makes sure they don't have to. 

For more than 4 1/2 decades, Community Solutions has responded to the growing and changing behavioral health needs of children, families, and adults in Santa Clara and San Benito Counties. As the most comprehensive nonprofit human service provider in our region, we serve over 6000 individuals each year who are facing significant challenges due to mental illness, domestic violence, sexual assault, human trafficking, substance disorders, severe family dysfunction, and homelessness. 

Our mission is to create opportunities for positive change by promoting and supporting the full potential of individuals, the strengths of families, and the well being of our community. 

We advance our mission by building emotionally healthy families, youth, and individuals, and increasing their interdependence, self-reliance, and safety. We provide wellness and recovery-based behavioral health services, empowerment-based domestic violence and sexual assault services, and strength-based prevention and intervention services.",Unknown,1972.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHdGHvxLhv-eg/company-logo_200_200/0/1624998937350?e=1677715200&v=beta&t=vAM3y12jL1duFo6qyIxmIwP5JSxHIz14pAY2a4b-ozA
