name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url,
GPac,"https://www.glassdoor.com/Overview/Working-at-gpac-EI_IE731572.11,15.htm","Sioux Falls, SD",51 to 200 Employees,1990,Company - Private,HR Consulting,"Our team, comprised of over 275 members, is passionate about what we do, and is 100% dedicated to being the best. We are committed to providing an unequaled standard of excellence to the clients and candidates we serve. We are extremely competitive, client focused, and realize that our value is in our ability to deliver the right solutions at the right time. We understand that candidates must be proven players that fit the philosophy, goals, and culture of your organization. Throughout our 30 years of service internationally, we have built strong relationships with thousands of people by listening, understanding and delivering. GPAC: Growing People And Companies.

View our culture video! Copy and paste this link into your browser:
https://m.youtube.com/watch?v=vtWT1XJ8BBs",$5 to $25 million (USD),http://www.gogpac.com/,
Tailored Management,"https://www.glassdoor.com/Overview/Working-at-Tailored-Management-EI_IE142128.11,30.htm","Columbus, OH",51 to 200 Employees,2002,Company - Private,HR Consulting,"Welcome to Tailored Management, your workforce partner. Here at Tailored Management we have established a track record of building lasting relationships with clients and candidates which has resulted in unparalleled success. We are dedicated to your success and this dedication has allowed us to refine our recruiting process at a national level.",$25 to $100 million (USD),http://www.tailoredmanagement.com/,
MEX,"https://www.glassdoor.com/Overview/Working-at-Am-Mex-EI_IE17529.11,17.htm","McAllen, TX",1001 to 5000 Employees,1989,Company - Private,Taxi & Car Services,"Am-Mex Products helps companies set up maquiladora operations in the McAllen, Texas, and Reynosa, Mexico, border region. The maquiladora program allows US firms and other foreign companies to import raw materials into Mexico duty-free for assembly there by lower-wage Mexican workers. The program also offers faster startup, lower shipping costs, and central distribution. Its services include contract manufacturing, engineering factory management, warehousing and distribution, cross-border trucking, training, and other services required for international trade. Am-Mex has been in business since 1990 and has around 1 million sq. ft. of manufacturing and warehouse space in Mexico, in addition to its US operation.",$100 to $500 million (USD),http://www.ammexproducts.com/,
Ford Motor Company,"https://www.glassdoor.com/Overview/Working-at-Ford-Motor-Company-EI_IE263.11,29.htm","Dearborn, MI",10000+ Employees,1903,Company - Public (F),Transportation Equipment Manufacturing,"OUR PURPOSE
We believe in the power of creating a world with fewer obstacles and limits, where people have the freedom to build a better life and pursue their dreams.

To shorten the distance between where you are and where you want to go.

To connect people down the road and over the horizon — to discover possibilities, and enjoy the thrill, adventure and pride of moving freely.

From day one, we've provided people with tools to help them move forward and upward.
We've innovated to expand their opportunities. And we've worked to earn their trust, every single day.

We honor our legacy as we build the future – a better world for generations to come. Because when everyone is free to move, and free to dream, we do what we do best: we change the world.

OUR HISTORY
Henry Ford transformed not only the automobile but working life and the role of transportation. Having played our part in everything from the birth of the middle class to the recent global pandemic, we serve the world with integrity and competence. The Blue Oval is one of the most recognized corporate symbols in history, continually striving to earn the trust of all stakeholders.

OUR CULTURE
Ford is a family company in more ways than one. The culture is anchored in shared beliefs and ideals, acting for the common good. As an organization, Ford believes everyone should have the freedom to move and pursue their dreams, and seeks to create a culture of belonging for every employee.






Ford Motor Company (NYSE: F) is a global company based in Dearborn, Michigan. The company designs, manufactures, markets and services a full line of Ford trucks, utility vehicles, and cars – increasingly including electrified versions – and Lincoln luxury vehicles; provides financial services through Ford Motor Credit Company; and is pursuing leadership positions in electrification; mobility solutions, including self-driving services; and connected vehicle services. Ford employs approximately 186,000 people worldwide. For more information regarding Ford, its products and Ford Motor Credit Company, please visit corporate.ford.com.

Privacy Policy: https://www.ford.com/help/privacy/

For career opportunities, please visit https://corporate.ford.com/careers.html.",$10+ billion (USD),http://corporate.ford.com/careers,
Williston Financial Group,"https://www.glassdoor.com/Overview/Working-at-Williston-Financial-Group-EI_IE192193.11,36.htm","Portland, OR",501 to 1000 Employees,,Company - Public,Insurance Carriers,,$100 to $500 million (USD),http://national.wfgnationaltitle.com/,
CBRE,"https://www.glassdoor.com/Overview/Working-at-CBRE-EI_IE465818.11,15.htm","Dallas, TX",10000+ Employees,1906,Company - Public (CBRE),Real Estate,"CBRE is the world’s largest commercial real estate services and investment company, with the #1 global market position in leasing, property sales, outsourcing, property management and valuation. CBRE is also the largest commercial property developer in the United States, and has $129.1B of Assets Under Management within our Global Investors business. Our more than 100,000 employees serve clients in over 100 countries, including over 90% of the Fortune 100.",Unknown / Non-Applicable,http://www.cbre.com/,
Loudoun County Government,"https://www.glassdoor.com/Overview/Working-at-Loudoun-County-Virginia-EI_IE228121.11,34.htm","Leesburg, VA",5001 to 10000 Employees,,Government,Municipal Agencies,,$25 to $100 million (USD),http://www.loudoun.gov/,
CSAT Solutions,"https://www.glassdoor.com/Overview/Working-at-CSAT-Solutions-EI_IE483310.11,25.htm","Houston, TX",1001 to 5000 Employees,,Company - Private,Computer Hardware Development,,$100 to $500 million (USD),http://www.csat-solutions.com/,
GUESS?. INC.,"https://www.glassdoor.com/Overview/Working-at-Guess-EI_IE3209.11,16.htm","Los Angeles, CA",10000+ Employees,1981,Company - Public (GES),"Department, Clothing & Shoe Stores","In 1981, GUESS sold its very first pair of jeans to Bloomingdale's department store. Since then, GUESS has grown, becoming one of today's most recognized and influential apparel brands in the world.

The continued dedication and commitment of our employees is the driving force of GUESS, Inc. Our talented professionals focus on leading the company with their vision of success. Join the team at GUESS and bring your vision to life.

GUESS is seeking eager, passionate individuals to uphold our commitment to the spirit of the GUESS family of brands including GUESS, Marciano, GUESS Factory, and G by GUESS.",$1 to $5 billion (USD),http://www.guess.com/,
National Geographic Society,"https://www.glassdoor.com/Overview/Working-at-National-Geographic-EI_IE3304.11,30.htm","Washington, DC",10000+ Employees,1888,Nonprofit Organization,Film Production,"Still publishing its flagship ""National Geographic"" magazine, the not-for-profit National Geographic Society (NGS) has expanded into an array of venues to enhance our knowledge of the big blue marble. The NGS has staked claims in the worlds of television and the Web, as well as in book publishing and map-making. With News Corp., it operates the National Geographic Channel US, a cable channel that reaches about 70 million households worldwide. The organization also supports geographic expeditions (it has funded more than 8,000 scientific research projects), and sponsors exhibits, lectures, and education programs. The NGS was founded in 1888, the year the first issue of National Geographic magazine was published.",$100 to $500 million (USD),http://www.nationalgeographic.com/,
L'Oreal,"https://www.glassdoor.com/Overview/Working-at-L-Or%C3%A9al-EI_IE3470.11,18.htm","Clichy, France",10000+ Employees,1909,Company - Private,Consumer Product Manufacturing,"For over a century we have been dedicated to one sole vocation: creating beauty. Our goal is to offer each and every person around the world the best of beauty in terms of quality, efficacy, safety, sincerity and responsibility to satisfy all beauty needs and desires in their infinite diversity.

Entrepreneurial spirit and daring creativity belong at L’Oréal. You can say it’s in our DNA- L’Oreal was created in 1909 by a young chemist and his hair dye invention, just two years after graduation. Since then, we haven’t stopped rising to challenges in meeting consumer needs, with pioneering formulas, digital innovations and cutting edge technology. From our humble origins to becoming the #1 global beauty group today, we’ve never believed in limitations.

So what’s stopping you from joining us? If you’re an impact seeking inventor, a driver of disruption, take L’Oréal to the next level with us.
Freedom to go beyond, that's the beauty of L'Oréal!",$10+ billion (USD),http://careers.loreal.com/,
US Renal Care,"https://www.glassdoor.com/Overview/Working-at-U-S-Renal-Care-EI_IE380040.11,25.htm","Plano, TX",5001 to 10000 Employees,2000,Company - Private,Health Care Services & Hospitals,"U.S. Renal Care serves more than 26,000 patients across 33 states in more than 400 facilities providing in-center and home dialysis. To do that, we partner with the world’s leading nephrologists and support the development of our diverse and compassionate clinical and operational teams.",$1 to $5 billion (USD),https://www.usrenalcare.com/,
"NeoImmuneTech, Inc.","https://www.glassdoor.com/Overview/Working-at-NeoImmuneTech-EI_IE3208393.11,24.htm","Rockville, MD",51 to 200 Employees,2014,Company - Private,Biotech & Pharmaceuticals,"Founded in 2014 and based in Rockville, MD, NeoImmuneTech (NIT) is a clinical-stage T cell-focused biotech company dedicated to the discovery and development of novel immuno-therapeutics. At NIT, we strive to expand the therapeutic horizon in Immuno-Oncology and Infectious Diseases by greatly reducing the fatality and morbidity of life-threatening and debilitating diseases.

Led by our scientific founder, who invented our lead asset NT-I7 (efineptakin alfa), we are science driven and patient focused. We believe that with NT-I7, the only clinical stage IL-7, we can enhance the body’s immune function to address key resistance mechanisms in Immuno-Oncology and deadly infectious diseases.",Unknown / Non-Applicable,http://www.neoimmunetech.com/,
CVR Associates,"https://www.glassdoor.com/Overview/Working-at-CVR-Associates-EI_IE426912.11,25.htm","Tampa, FL",201 to 500 Employees,1995,Contract,State & Regional Agencies,"CVR has, over the last 20 years, established a reputation of providing innovative solutions for the affordable housing industry. Founded by a team of experienced professionals and built on a history of consistent high performance, CVR provides a full range of consulting services to our clients nationwide.

CVR's dedicated consulting teams are committed to meeting our clients' needs. Our technical expertise, interpersonal skills and understanding of the unique challenges of each organization enable us to consult effectively with clients’ program participants, property owners, community officials and other stakeholders.",$5 to $25 million (USD),http://www.cvrassociates.com/,
"Community Solutions for Children, Families and Individuals","https://www.glassdoor.com/Overview/Working-at-Community-Solutions-CA-EI_IE1542004.11,33.htm","Gilroy, CA",Unknown,,Nonprofit Organization,Civic & Social Services,,Unknown / Non-Applicable,https://www.communitysolutions.org/,
NYS Public Employees Federation,"https://www.glassdoor.com/Overview/Working-at-Public-Employees-Federation-EI_IE1375881.11,38.htm","Albany, NY",Unknown,,Self-employed,Civic & Social Services,,Unknown / Non-Applicable,http://www.pef.org/,
Diverzify,"https://www.glassdoor.com/Overview/Working-at-Spectra-Contract-Flooring-EI_IE1199289.11,36.htm","Dalton, GA",Unknown,,Company - Public,Construction,,Unknown / Non-Applicable,https://www.spectracf.com/,
Connections Health Solutions,"https://www.glassdoor.com/Overview/Working-at-Connections-Health-Solutions-EI_IE2463070.11,39.htm","Phoenix, AZ",201 to 500 Employees,2009,Company - Private,Health Care Services & Hospitals,"As a behavioral health crisis leader, we have created a safe environment for people to seek the help they deserve. We welcome everyone, regardless of history or current circumstance. No exceptions. No judgment. By providing immediate access to care and by connecting people to benefits and community resources, we have created a system that puts people on the journey to recovery.

As support grows for alternatives to behavioral health emergencies, Connections is recognized as the national expert in the field and often sought out by healthcare leaders, law enforcement and criminal justice leaders, payers, and policymakers to develop and operate crisis stabilization services and partner in crisis system design and policy.",Unknown / Non-Applicable,http://www.connectionshs.com/,
Columbia Sportswear Company,"https://www.glassdoor.com/Overview/Working-at-Columbia-Sportswear-EI_IE3853.11,30.htm","Portland, OR",5001 to 10000 Employees,1938,Company - Public (COLM),Consumer Product Manufacturing,"Founded in 1938, Columbia brand apparel, footwear, accessories, equipment, and employees have earned a global reputation for innovation, quality and performance, keeping activity enthusiasts and explorers in more than 100 countries, warm, dry, cool and protected year-round. Columbia Sportswear Company’s four brands–Columbia, Mountain Hardwear, prAna, and SOREL–maintain a portfolio of brands for active lives.",$1 to $5 billion (USD),http://www.columbiasportswearcompany.com/,
Electra Vehicles,"https://www.glassdoor.com/Overview/Working-at-Electra-Vehicles-EI_IE1833792.11,27.htm","Boston, MA",1 to 50 Employees,,Company - Private,Energy & Utilities,,Less than $1 million (USD),http://www.electravehicles.com/,
CPS Energy,"https://www.glassdoor.com/Overview/Working-at-CPS-Energy-EI_IE22080.11,21.htm","San Antonio, TX",1001 to 5000 Employees,1942,Self-employed,Energy & Utilities,"Established in 1860, CPS Energy is the nation’s largest public power, natural gas, and electric company, providing safe, reliable, and competitively-priced service to 860,934 electric and 358,495 natural gas customers in San Antonio and portions of seven adjoining counties. Our customers’ combined energy bills rank among the lowest of the nation’s 20 largest cities – while generating $8 billion in revenue for the City of San Antonio for more than seven decades. As a trusted and strong community partner, we continuously focus on job creation, economic development, and educational investment. True to our People First philosophy, we are powered by our skilled workforce, whose commitment to the community is demonstrated through our employees’ volunteerism in giving back to our city and programs aimed at bringing value to our customers. CPS Energy is among the top public power wind energy buyers in the nation and number one in Texas for solar generation.",$1 to $5 billion (USD),http://www.cpsenergy.com/,
Bristol Myers Squibb,"https://www.glassdoor.com/Overview/Working-at-Bristol-Myers-Squibb-EI_IE107.11,31.htm","New York, NY",10000+ Employees,1858,Company - Public (BMY),Biotech & Pharmaceuticals,"Bristol Myers Squibb is a global biopharmaceutical company committed to creating innovative medicines for millions of patients around the world fighting serious diseases in therapeutic areas such as oncology, hematology, immunology, cardiovascular and neuroscience. At the same time, we also nurture our own team with inspiring work and challenging career options.

Bristol Myers Squibb is led by our unique BioPharma strategy that combines the innovation and agility of a biotech with the reach and resources of a major pharma company. Through our R&D organization, we have built a sustainable pipeline of potential therapies, and actively partner to access external innovation to broaden and accelerate our work.

As global citizens, through the Bristol Myers Squibb Foundation, we promote health equity and strive to improve health outcomes of populations disproportionately affected by serious diseases and conditions, giving new hope to some of the world’s most vulnerable people.",$10+ billion (USD),http://www.bms.com/,
Bluepeak,"https://www.glassdoor.com/Overview/Working-at-Bluepeak-EI_IE6662675.11,19.htm","Denver, CO",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.mybluepeak.com/,
ResCare Community Living,"https://www.glassdoor.com/Overview/Working-at-ResCare-Community-Living-EI_IE5625875.11,35.htm","Louisville, KY",Unknown,1974,Company - Private,Nursing Care Facilities,"ResCare Community Living has four decades of experience in the disability services field, providing support to individuals who need assistance with daily living due to an intellectual, developmental or cognitive disability. Our community living services are provided in 27 states with several thousand programs and a comprehensive range of high-quality services, including: Community Living, Adult Host Homes for adults regardless of disability, Behavioral/Mental Health Support, In-home Pharmacy Solutions, Telecare and Remote Support, Supported Employment and Training Programs, and Day programs.",Unknown / Non-Applicable,https://rescarecommunityliving.com/,
SupplyHouse,"https://www.glassdoor.com/Overview/Working-at-SupplyHouse-com-EI_IE349479.11,26.htm","Melville, NY",501 to 1000 Employees,2004,Company - Private,Other Retail Stores,"A leading online distributor of plumbing, heating, and HVAC supplies since 2004, SupplyHouse.com is a rapidly-growing e-commerce company that offers products from top manufacturers at the lowest possible prices. We are headquartered in Melville, NY, with locations in Columbus, OH; Cranbury, NJ; Reno, NV; and Farmers Branch, TX.

Our growing team is made up of over 900 diverse and self-motivated individuals who innovate and collaborate every day. In an exciting and evolving industry, we provide a positive work environment that embraces teamwork, perseverance, and creativity. At SupplyHouse.com, we pride ourselves on fostering a dynamic culture where we encourage all ideas and listen to our customers to help consistently improve our business.

All SupplyHouse.com employees, regardless of team or location, work together to serve our customers. Our core values form the basis for our unique culture and impact every decision we make.

Our Core Values:
1. Generosity
2. Respect
3. Innovation
4. Teamwork
5. Grit",Unknown / Non-Applicable,https://www.supplyhouse.com/,
Constellation,"https://www.glassdoor.com/Overview/Working-at-Constellation-EI_IE75.11,24.htm","Baltimore, MD",1001 to 5000 Employees,1999,Company - Public,Energy & Utilities,"Constellation is the nation’s largest producer of carbon-free energy and sustainable solutions to millions of homes, institutional customers, the public sector, community aggregations and businesses, including three fourths of Fortune 100 companies.

Our generation fleet of nuclear, hydro, wind, and solar generation facilities powers more than 20 million homes and businesses, providing 10 percent of all clean power on the grid in the U.S. All told, our fleet is helping to accelerate the nation’s transition to clean energy with more than 32,400 megawatts of capacity and annual output that is nearly 90 percent carbon-free.

We are also helping customers reach their own climate goals through innovative clean energy solutions, including an upcoming, new 24/7 carbon-free energy matching product.

To further advance the fight against climate change and accelerate the transition to a carbon-free future, Constellation has set own ambitious climate goals, including:

95% carbon-free electricity by 2030
100% carbon-free electricity by 2040
100% reduction of operations-driven emissions by 2040
Providing 100 percent of our business customers with customized data to help them reduce their own carbon footprints.

As we work towards these goals, Constellation will continue to serve as a leading supporter of our communities through workforce development programs; philanthropy; volunteerism; and diversity, equity and inclusion initiatives; while maintaining the highest standards of corporate governance. Click here to learn more about our values and our deep commitment to Environmental, Social, and Governance (ESG) principles.",$500 million to $1 billion (USD),http://www.constellation.com/,
HomeGoods,"https://www.glassdoor.com/Overview/Working-at-HomeGoods-EI_IE295057.11,20.htm","Framingham, MA",5001 to 10000 Employees,1992,Subsidiary or Business Segment,Home Furniture & Housewares Stores,"HomeGoods is an off-price retailer. Unlike traditional retailers, we generally don't do promotions, sales, coupons or other gimmicks — we offer brand name and home fashion assortments that are 20%-60% less than department and specialty store regular prices on comparable merchandise, every single day!

We're also not an outlet store. An outlet store typically sells merchandise from a single manufacturer. We're different — we offer you brands from thousands of vendors around the world!",Unknown / Non-Applicable,http://www.homegoods.com/,
Precision Strip,"https://www.glassdoor.com/Overview/Working-at-Precision-Strip-EI_IE26185.11,26.htm","Minster, OH",1001 to 5000 Employees,1977,Subsidiary or Business Segment,Metal & Mineral Manufacturing,"Precision Strip, Inc. was founded in 1977 by five partners operating a used slitting line in Minster, Ohio. It is now one of the world's leading processors of rolled steel, aluminum, and copper, with almost 1,200 associates, and 12 facilities – located throughout Ohio, Indiana, Kentucky, Alabama, and Michigan. By providing one of the most diverse arrays of services in the industry, continually improving technologically, and partnering with customers, Precision Strip has earned a reputation for being the world’s premier toll processor. A fleet of approximately 225 tractor-trailers provides just-in-time delivery and ensures seamless service – from storage to processing to delivery – to the automotive, appliance, industrial products, and beverage can industries. Precision Strip has been a part of the Reliance family since 2003.",Unknown / Non-Applicable,http://www.precision-strip.com/,
ePlus inc.,"https://www.glassdoor.com/Overview/Working-at-ePlus-EI_IE6409.11,16.htm","Herndon, VA",1001 to 5000 Employees,1990,Company - Public (PLUS),Enterprise Software & Network Solutions,"ePlus is an engineering-centric technology solutions provider that helps organizations imagine, implement, and achieve more from their technology. With the highest certifications from top technology partners and expertise in key technologies from data center to security, cloud, and collaboration, ePlus transforms IT from a cost center to a business enabler. Founded in 1990, ePlus has more than 1,000 associates serving a diverse set of customers nationally, and in Europe. The Company is headquartered at 13595 Dulles Technology Drive, Herndon, VA, 20171. For more information, visit www.eplus.com, call 888-482-1122, or email info@eplus.com. Connect with ePlus on Facebook at www.facebook.com/ePlusinc and on Twitter at www.twitter.com/ePlus. ePlus. Where Technology Means More®.",$1 to $5 billion (USD),http://www.eplus.com/,
Wasatch Group,"https://www.glassdoor.com/Overview/Working-at-Metrodora-Institute-EI_IE6662577.11,30.htm","Salt Lake City, UT",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.metrodora.org/,
Institute on Aging,"https://www.glassdoor.com/Overview/Working-at-Institute-on-Aging-EI_IE270620.11,29.htm","San Francisco, CA",201 to 500 Employees,1999,Nonprofit Organization,Health Care Services & Hospitals,"Institute on Aging (IOA) believes the future should be something to look forward to, at every age. We bring together pioneering experts, seasoned champions and hands-on caregivers to make growing older better for Bay Area seniors and their families.

As the leading advocate for older adults and those who care for them, we offer a broad spectrum of services and support to help seniors maintain their independence as long it is safe to do so. In addition to providing home care and case management services, we operate San Francisco's Elder Abuse Prevention Program; The Friendship Line, a free 24-hour suicide prevention ""warm"" line for seniors; adult day care centers for adults experiencing Alzheimer's and dementia; the Program of All-Inclusive Care for the Elderly (PACE), which provides medical care, physical therapy and enrichment activities for older adults; CONNECT, a free community referral service for all things elder.",$25 to $100 million (USD),http://www.ioaging.org/,
ROK Financial,"https://www.glassdoor.com/Overview/Working-at-ROK-Financial-EI_IE3611993.11,24.htm","Great River, NY",51 to 200 Employees,2020,Company - Private,Banking & Lending,"ROK Financial derived from the solid foundation CEO James Webster built with his previous business partner at National Business Capital and Services. Like so many other businesses at the start of 2020, National was directly impacted by the Coronavirus pandemic and was forced to pause operations for months, as many businesses came to a halt. Being self-proclaimed ‘job makers,’ both partners decided the best way to bring back as many of their valued and trusted employees as possible was to part ways and work on separate brands. In turn, ROK Financial was born!",Unknown / Non-Applicable,http://ww.rok.biz/,
Toyo Tire North America Manufacturing Inc.,"https://www.glassdoor.com/Overview/Working-at-Toyo-Tire-North-America-EI_IE293085.11,34.htm","White, GA",501 to 1000 Employees,2004,Company - Private,Automotive Parts & Accessories Stores,,$100 to $500 million (USD),http://www.toyotires.com/,
Shiloh Industries,"https://www.glassdoor.com/Overview/Working-at-Shiloh-Industries-EI_IE2346.11,28.htm","Valley City, OH",1001 to 5000 Employees,1953,Company - Public (SHLO),Transportation Equipment Manufacturing,"Shiloh Industries, Inc. (NASDAQ: SHLO) is a global innovative solutions provider focusing on lightweighting technologies that provide environmental and safety benefits to the mobility market. The Company designs and manufactures products within body structure, chassis and propulsion systems, leveraging one of the broadest portfolios in the industry.

Shiloh’s multi-component, multi-material solutions are comprised of a variety of alloys in aluminum, magnesium and steel grades, along with its proprietary line of noise and vibration reducing ShilohCore acoustic laminate products. The strategic BlankLight®, CastLight® and StampLight® brands combine to maximize lightweighting solutions without compromising safety or performance.

The Company has over 4,200 dedicated employees with operations, sales and technical centers throughout Asia, Europe and North America.",$1 to $5 billion (USD),http://www.shiloh.com/,
Logix Federal Credit Union,"https://www.glassdoor.com/Overview/Working-at-Logix-Federal-Credit-Union-EI_IE583704.11,37.htm","Valencia, CA",501 to 1000 Employees,1937,Nonprofit Organization,Banking & Lending,"Over 80 years and going strong. From our founding in 1937 we haven’t had a single unprofitable year. And the best part? We’re still growing with over 185,000 members and $9 billion in assets. Since Logix is a not-for-profit and has no outside investors to pay, we return earnings via market-leading rates and the highest levels of service and security in the industry. We are proud that we answer the majority of calls live, without frustrating phone trees, and that more than 90% of our members say they’d recommend us to a friend.

Check out our website for a list of our current job openings, our perks & benefits, and a look at our fantastic company culture:
www.logixbanking.com/careers/",$5 to $10 billion (USD),http://www.logixbanking.com/,
Green Line Apothecary,"https://www.glassdoor.com/Overview/Working-at-Green-Line-Apothecary-EI_IE6403674.11,32.htm","Providence, RI",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://greenlineapothecary.com/,
Seattle University,"https://www.glassdoor.com/Overview/Working-at-Seattle-University-EI_IE28060.11,29.htm","Seattle, WA",1001 to 5000 Employees,1891,College / University,Colleges & Universities,"Founded in 1891, Seattle University is a Jesuit Catholic university located on a beautiful campus of more than 50 acres in the dynamic heart of Seattle. Our diverse and driven population is made up of more than 7,200 students enrolled in undergraduate and graduate programs within eight schools and colleges.

Seattle University has consistently ranked among top universities academically by the Wall Street Journal and Princeton Review, as well for sustainability by Sierra and the Princeton Review. See more https://www.seattleu.edu/about/rankings-recognition/

Seattle University has more than 90,000 alumni in 98 countries. Seventy percent have remained in Washington, contributing to the state economy and talent pool after graduation.",Unknown / Non-Applicable,http://www.seattleu.edu/,
Campari Group,"https://www.glassdoor.com/Overview/Working-at-Campari-Group-EI_IE3142321.11,24.htm","Milan, Italy",1001 to 5000 Employees,1860,Company - Public,Food & Beverage Manufacturing,,$1 to $5 billion (USD),http://camparigroup.com/,
BAA,"https://www.glassdoor.com/Overview/Working-at-Bill-Austin-and-Associates-EI_IE796884.11,37.htm","Columbus, IN",51 to 200 Employees,1996,Company - Private,Business Consulting,"Whether you know it as System Engineering, Mission Engineering, or use another term for dealing with
complexity, we handle the deliberate planning, analyzing, organizing, and integrating of current and emerging
operational and system capabilities to achieve desired effects.

We call it Information Engineering.

Providing services ranging from embedded technical resources to projects that deliver what you need, we offer a multitude of product development engineering capabilities. Along with in-depth analysis and restructuring of your processes, we collect, analyze, and utilize your data in a more efficient manner to drive business decisions. Our product development spans the entire project lifecycle. We capture your requirements, assist development and continue to support you well after deployment. We provide diagnostics and troubleshooting trees using a variety of system engineering tools. Coupling that with project management skills, BAA will help you stay on track to meet your deadlines.

Core Competencies
• System engineering tools and requirements management
• Circuit analysis
• Sensor engineering
• Vehicle systems, controls, and engine diagnostics
• Service strategies and diagnostic methodologies, including manuals and publications
• Interpretation and application of government requirements
• Eliciting and capturing customer requirements
• Technical Staffing

Differentiators
• We have deep experience with manufacturing companies in functional areas such as Engineering, Diagnostics, Service, and Information Management.
• BAA engineers are experienced in Heavy Duty Vehicle along with Engine Controls and Diagnostics.
• Our specialty is the application of system engineering to information systems supporting product development processes - dubbed Information Engineering.
• BAA has extensive experience in requirements, electronics, control systems, requirements management tools, compliance verification and test data management.
• With options ranging from fixed bid projects with a set schedule, to a time and materials structure, we can meet your needs whatever they are.",Unknown / Non-Applicable,http://www.billaustin.com/,
Fibertex Personal Care Corporation,"https://www.glassdoor.com/Overview/Working-at-Fibertex-Personal-Care-EI_IE898525.11,33.htm","Aalborg, Denmark",201 to 500 Employees,1996,Company - Private,Consumer Product Manufacturing,"Fibertex Personal Care is a market leading manufacturer of nonwovens for different applications in baby diapers, feminine hygiene and adult incontinence products. Playing a critical role in the value chain, we give our customers the ability to create products that provide comfort and contribute to the improvement of people’s quality of life all over the world.

We continuously expand our business, not least in Malaysia where we are in the process of starting up our second Nonwoven factory to keep up with customers demand for value added and high quality products.",Unknown / Non-Applicable,http://www.fibertexpersonalcare.com/,
Cadence Education,"https://www.glassdoor.com/Overview/Working-at-Cadence-Education-EI_IE1107457.11,28.htm","Scottsdale, AZ",Unknown,,Company - Private,Education & Training Services,Cadence Education provides parents with peace of mind by giving children an exceptional education every fun-filled day in a setting as nurturing as home.,Unknown / Non-Applicable,https://www.cadence-education.com/,
WestRock,"https://www.glassdoor.com/Overview/Working-at-WestRock-EI_IE1033056.11,19.htm","Atlanta, GA",10000+ Employees,2015,Company - Public (WRK),Consumer Product Manufacturing,"WestRock (NYSE: WRK) partners with our customers to provide differentiated paper and packaging solutions that help them win in the marketplace. WestRock’s 45,000 team members support customers around the world from more than 300 operating and business locations spanning North America, South America, Europe, Asia and Australia. Learn more at www.westrock.com.",$10+ billion (USD),http://www.westrock.com/,
Bristow Group,"https://www.glassdoor.com/Overview/Working-at-Bristow-Group-Inc-EI_IE1724.11,28.htm","Houston, TX",1001 to 5000 Employees,1955,Company - Public (BRS),"Airlines, Airports & Air Transportation","Bristow employs some of the most highly regarded experts in industrial aviation. Bristow needs qualified personnel with a global outlook and the skills and technical abilities that are critical to the company’s growth. Future employees can expect:

• Commitment to safety
• Strong value system
• Career development opportunities
• Domestic and international travel
• Staff engagement
• Diversification of services into different industry sectors
• Participation in philanthropic events worldwide
• Competitive benefits package",$1 to $5 billion (USD),http://www.bristowgroup.com/about-bristow/jobs,
US Foods,"https://www.glassdoor.com/Overview/Working-at-US-Foods-EI_IE2856.11,19.htm","Rosemont, IL",10000+ Employees,2000,Company - Public (USFD),Wholesale,"With a promise to help its customers Make It, US Foods is one of America’s great food companies and a leading foodservice distributor, partnering with approximately 250,000 restaurants and foodservice operators to help their businesses succeed. With 69 broadline locations and more than 80 cash and carry stores, US Foods and its 28,000 associates provides its customers with a broad and innovative food offering and a comprehensive suite of e-commerce, technology and business solutions. US Foods is headquartered in Rosemont, Ill. Visit www.usfoods.com to learn more.",$10+ billion (USD),http://www.usfoods.com/,
Action Day Schools,"https://www.glassdoor.com/Overview/Working-at-Action-Day-Primary-Plus-EI_IE291404.11,34.htm","San Jose, CA",201 to 500 Employees,1968,Company - Private,Preschools & Child Care Services,"For 54 years, Action Day Schools have proven to be steadfast leaders in the Bay Area’s childcare industry. We pride ourselves in providing each child with quality care rooted in dedication and enthusiasm for their individual growth and development. We recognize the essential foundation of any school is its staff. To accommodate our thriving centers, we are seeking creative, positive, nurturing individuals to uphold our reputation of excellence. Join our team!",Unknown / Non-Applicable,http://www.actiondayprimaryplus.com/,
Pharmaron,"https://www.glassdoor.com/Overview/Working-at-Pharmaron-EI_IE1902349.11,20.htm","Beijing, China",1001 to 5000 Employees,2003,Company - Private,,,Unknown / Non-Applicable,http://www.pharmaron.com/,
JP Ecommerce Inc / Bare Home,"https://www.glassdoor.com/Overview/Working-at-JP-Ecommerce-EI_IE2325393.11,23.htm","Minneapolis, MN",1 to 50 Employees,,Company - Private,"Department, Clothing & Shoe Stores",,Unknown / Non-Applicable,http://www.jpecommerce.com/,
