company_name,headquarters,website,size,industry,founded,description,url,img_url,state/area,city
Commonwealth of Kentucky,"Frankfort, Kentucky",https://careers.ky.gov/,"10,001+ employees",Government Administration,1792.0,"Come for a job. Stay for a career. Make a difference for a lifetime!

GROW your career! Looking for interesting and diverse career opportunities?  Look no further!  Explore the many unique and fascinating jobs found across the Commonwealth of Kentucky.  

LEARN with us!  The Commonwealth of Kentucky offers our employees on-the-job training and online professional development courses. With thousands of unique positions available throughout the Commonwealth, you can increase your knowledge on the job -- and set your career goals for the future.  

LEAD with us!   We are a community of doers, thinkers, learners, leaders, and achievers.  We can help you  find your perfect job match and then excel in that role.  We have programs and tools to help you grow in your position and become a leader as the best version of yourself! 

SERVE with us!  Careers in public service are diverse, interesting and rewarding.  They allow you to truly make a difference in the communities that you serve.  If you have a passion around serving your community while you grow your skills and your career, join the many employees across the Commonwealth who are finding perfect work opportunities and getting the satisfaction of touching lives and making a lasting impact.

Achieve your professional goals while working for Commonwealth’s largest employer. Whether this is your first job or you’re transitioning from the military or another career, we offer a diverse opportunity for all educational and experience levels in full-time, part-time, temporary, or seasonal capacities. Employees can work in a civil service, non-civil service, appointed, or elected position. Come grow, learn, lead and serve with us!

For employment opportunities with the Commonwealth of Kentucky, visit careers.ky.gov.",https://www.linkedin.com/company/commonwealth-of-kentucky/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFTQUbBjiqVmw/company-logo_200_200/0/1551372671422?e=1677715200&v=beta&t=ckQTK4E_q9-TV36htDFmJXRnQbc-z5UxSFdFnls0KYY,KY,Frankfort
DEPT®,"Amsterdam, North-Holland",http://www.deptagency.com,"1,001-5,000 employees","Technology, Information and Internet",,"We are a pioneering technology and marketing services company that creates end-to-end digital experiences for brands such as Google, KFC, Philips, Audi, Twitch, Patagonia, eBay and more. 

Our team of 3,500+ digital specialists across 30+ locations on 5 continents delivers pioneering work on a global scale with a boutique culture. We are committed to making a positive impact on the planet and since 2021 have been Climate Neutral and B Corporation certified.

We are pioneers at heart. What this means, is that we are always leaning forward, thinking of what we can create tomorrow that does not exist today. We were born digital and we are a new model of agency, with a deep skillset in tech & marketing. We facilitate our pioneering spirit by investing in innovation, by leveraging our proprietary tech, data and knowledge platforms for all our clients worldwide.

Our culture is ’big enough to cope and small enough to care. Simply put we can work for any brand in the world, but with the speed, agility, flexibility and personal relationships of a boutique agency. Join us!",https://nl.linkedin.com/company/deptagency/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGjY47rng2M9Q/company-logo_200_200/0/1649344264051?e=1677715200&v=beta&t=RBy_cP4RJNBIaMXG4HWfVjgynKmqAcJwwDUmT-UZ4lQ,North-Holland,Amsterdam
Arnold Ventures,"Houston, Texas",http://arnoldventures.org,51-200 employees,Philanthropic Fundraising Services,2010.0,"Arnold Ventures is a philanthropy dedicated to tackling some of the most pressing problems in the United States. We invest in sustainable change, building it from the ground up based on research, deep thinking, and a strong foundation of evidence. We drive public conversation, craft policy, and inspire action through education and advocacy.

We are a team of more than 80 subject-matter experts headquartered in Houston with offices in New York and Washington, D.C. We work in four key issue areas: health, criminal justice, public finance, and education.",https://www.linkedin.com/company/laura-and-john-arnold-foundation/about,https://media-exp1.licdn.com/dms/image/C4E0BAQHzbgYnwA8u4g/company-logo_200_200/0/1548696529642?e=1677715200&v=beta&t=jzQARMvSydCDRJrAmnNNn_-0oDwX_deMOG76DZNIon4,TX,Houston
Abramson Labor Group,"Los Angeles, California",http://www.abramsonlaborgroup.com,51-200 employees,Law Practice,2014.0,"We are a Los Angeles based law firm protecting employee rights throughout Southern California.

Our mission is to empower and protect California employees through education and legal advocacy. At Abramson Labor Group (or ""ALG"") we take pride in our client centric approach which emphasizes communication, shared strategic vision, and aggressive legal advocacy.",https://www.linkedin.com/company/abramson-labor-group/about,https://media-exp1.licdn.com/dms/image/C560BAQE-wEgBDReWzA/company-logo_200_200/0/1622158935411?e=1677715200&v=beta&t=O7vMT8Aqr09FTjedgsTZjyI4t48zQufOQTetnvVo42w,CA,Los Angeles
IDEMIA,"Courbevoie, Ile de France",https://www.idemia.com/,"10,001+ employees","Technology, Information and Internet",2017.0,"As the leader in identity technologies, IDEMIA is on a mission to unlock the world and make it safer. Backed by cutting-edge R&D, IDEMIA provides unique technologies, underpinned by long-standing expertise in biometrics, cryptography, data analytics, systems and smart devices.

IDEMIA offers its public and private customers payment, connectivity, access control, travel, identity and public security solutions. Every day, around the world, IDEMIA secures billions of interactions in the physical and digital worlds.

With nearly 15,000 employees, IDEMIA is trusted by over 600 governmental organizations and more than 2,300 enterprises spread over 180 countries, with an impactful, ethical and socially responsible approach.",https://fr.linkedin.com/company/idemiagroup/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFmIosLYHpeow/company-logo_200_200/0/1631537182535?e=1677715200&v=beta&t=aGBTgJXYdo7Xy5WEil2DZhh29feQyg8kEAQYk7LdStI,Ile de France,Courbevoie
PRA Group (Nasdaq: PRAA),"Norfolk, VA",http://www.pragroup.com,"1,001-5,000 employees",Financial Services,1996.0,"As a global leader in acquiring and collecting nonperforming loans, PRA Group returns capital to banks and other creditors to help expand financial services for consumers. With thousands of employees worldwide, PRA Group companies collaborate with customers to help them resolve their debt and provide a broad range of additional revenue and recovery services to business clients. 

Our employees around the world play a key role in shaping our identity. By doing things the right way for the right reasons, treating others with fairness and respect, and valuing diversity and inclusion, our employees will sustain us into the future. Our company culture is the foundation for everything we do.

Since our founding, we have been focused on making a difference. We make it a priority to strengthen the communities where we work and live. Our employees support the mission in both time and money. To enhance that generosity, we match their contributions and we honor their civic spirit with paid time off to participate in Volunteer Days.",https://www.linkedin.com/company/pragroup/about,https://media-exp1.licdn.com/dms/image/C4D0BAQFVuNlCmq6yCw/company-logo_200_200/0/1561581058738?e=1677715200&v=beta&t=ORWYiRm4LFvFhslzDBfCCveGcXe_gCTzvGglg6n9a14,VA,Norfolk
Rivkin Radler LLP,"Uniondale, New York",http://www.rivkinradler.com,201-500 employees,Law Practice,1950.0,"Through five offices and 200 lawyers, Rivkin Radler consistently delivers focused and effective legal services. We’re committed to our best practices, requirements that go beyond professional and ethical standards. Our work product is clear and delivered on time. As a result, our clients proceed with confidence.

We are the advisor-of-choice to successful individuals, middle-market companies and large corporations. We provide strong representation and build even stronger client relationships. Many clients have been placing their trust in us for more than 25 years. Our unwavering commitment to total client satisfaction is the driving force behind our firm. 

Rivkin Radler’s attorneys are leaders in legal, business and political arenas. Many of our attorneys have received Martindale Hubbell’s AV Preeminent® ranking, signifying that “a lawyer’s peers rank him or her at the highest level of professional excellence.” Time and again, our attorneys are recognized as leaders by peer review programs, including Best Lawyers/U.S. News & World Report and Super Lawyers. 

Our attorneys and professional staff occupy leadership roles in many organizations. We have been named to U.S. News & World Report's Best Law Firms in American and are consistently ranked among the New York Law Journal’s 100 Largest Law Firms in New York.

We invite you to learn more about our firm by visiting www.rivkinradler.com.",https://www.linkedin.com/company/rivkin-radler-llp/about,https://media-exp1.licdn.com/dms/image/C560BAQGGI2fjYppXLg/company-logo_200_200/0/1656680658202?e=1677715200&v=beta&t=A1BYH8Mxj926NGZFoJahTN4w9xTgD34Wd0wnU5zz7Hg,NY,Uniondale
Intuit,"Mountain View, California",https://www.intuit.com/,"10,001+ employees",Software Development,1983.0,"Intuit is a global technology platform that helps our customers and communities overcome their most important financial challenges. Serving millions of customers worldwide with TurboTax, QuickBooks, Mint, Credit Karma and Mailchimp, we believe that everyone should have the opportunity to prosper and we work tirelessly to find new, innovative ways to deliver on this belief.

We encourage conversations on this page and will not delete comments that follow our terms of use. In order to keep this a safe community, the below posts may be removed: Repeated posts of the same content, spam or posts from fake accounts or profiles, offensive language or material, threats to others in the community, posts deliberately aimed to have a negative effect on the community or conversations. ",https://www.linkedin.com/company/intuit/about,https://media-exp1.licdn.com/dms/image/C560BAQFTpF8uneqScw/company-logo_200_200/0/1661446145933?e=1677715200&v=beta&t=Tu9fE8ioIsmKQga7N9S1Hx4RIJG02dkr_pAsnyoC7c4,CA,Mountain View
Noble Corporation,"Sugar Land, TX",http://www.noblecorp.com,"1,001-5,000 employees",Oil and Gas,1921.0,"Since 1921, Noble has been a world-class offshore drilling company with industry-leading safety and operational performance. Noble focuses on deep and long-term partnerships as the foundation for driving efficiency and increasing certainty for our customers in the pursuit of operational excellence. Noble Corporation is headquartered in Sugar Land, Texas. ",https://www.linkedin.com/company/noble-corp/about,https://media-exp1.licdn.com/dms/image/D4E0BAQHw2_qh5lWvsA/company-logo_200_200/0/1664719443635?e=1677715200&v=beta&t=NxGuXL4LcvgdIjM7psdy9rioceBzokFhURvNb77Lthk,TX,Sugar Land
Central Ohio Primary Care,"Westerville, Ohio",http://www.copcp.com/careers,"1,001-5,000 employees",Hospitals and Health Care,1996.0,"Changing the World of Primary Care

Central Ohio Primary Care was founded in 1996 when a group of 33 physicians joined together to give greater focus to patient care than the administrative duties that were weighing them down. From the onset, COPC physicians have always been dedicated to finding new ways to offer the best patient care.

Today we have more than 70 practices and serve more than 400,000 patients. However, what’s most notable isn’t our size, but that we have grown beyond the primary care office. We have a hospitalist team with physicians at hospitals across the region, we’re opening more SameDay Centers, and are expanding our ancillary services.

We are leading the nation with a system that supports the entire care of each COPC patient.

A model we believe is THE BEST FOR PRIMARY CARE.

Learn more at copcp.com/careers",https://www.linkedin.com/company/central-ohio-primary-care-physicians/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFI4H2AS10Haw/company-logo_200_200/0/1648231168634?e=1677715200&v=beta&t=avfElbINyG40JpRvtsdbghW43V6pudvg1a476g3f4Rg,OH,Westerville
State of Oklahoma,"Oklahoma City, OK",http://www.ok.gov,"10,001+ employees",Government Administration,,"The State of Oklahoma provides services to Oklahomans via roughly 30,000 state employees working across dozens of state agencies.",https://www.linkedin.com/company/state-of-oklahoma/about,https://media-exp1.licdn.com/dms/image/C4D0BAQHIuRr1OWhpnQ/company-logo_200_200/0/1582231586004?e=1677715200&v=beta&t=XtJFInA6zhhdu-UT7jkDYMx0MPq7KoYcpgvbG1X3IQo,OK,Oklahoma City
CNA Insurance,"Chicago, Illinois",http://www.cna.com,"5,001-10,000 employees",Insurance,1897.0,"CNA is one of the largest U.S. commercial property and casualty insurance companies. Backed by more than 120 years of experience, CNA provides a broad range of standard and specialized insurance products and services for businesses and professionals in the U.S., Canada and Europe.",https://www.linkedin.com/company/cna-insurance/about,https://media-exp1.licdn.com/dms/image/C560BAQFnbkSpoA0eqg/company-logo_200_200/0/1656680897600?e=1677715200&v=beta&t=gDNVh2bPcH-Tp418Z8zqKEVHqE8P6yCqAkDSsjovYXE,IL,Chicago
Tandem Diabetes Care,"San Diego, California",http://www.tandemdiabetes.com,"1,001-5,000 employees",Medical Equipment Manufacturing,,"Tandem Diabetes Care, Inc. is a medical device company dedicated to improving the lives of people with diabetes through relentless innovation and revolutionary customer experience. Tandem takes an innovative, user-centric approach to the design, development and commercialization of products for people with diabetes who use insulin.

Tandem manufactures and sells the t:slim X2 insulin pump with Control-IQ technology. The t:slim X2 pump is capable of remote feature updates using a personal computer. Tandem is based in San Diego, California.

SAFETY INFORMATION 
Please note that this account is not intended to be used for product support or medical advice. If you are having a medical emergency, please dial 911. If you are having an issue with one of our products and need immediate assistance, please call our 24 hour customer support team at 877-801-6901 and press 1 twice. 

RX ONLY. BOXED WARNING: Should not be used by people under age 6, or who use less than 10 units of insulin/day, or who weigh less than 55 lbs. For boxed warning and safety information, see tandemdiabetes.com/safetyinfo.",https://www.linkedin.com/company/tandemdiabetes/about,https://media-exp1.licdn.com/dms/image/C560BAQFd1c31xI-BMw/company-logo_200_200/0/1643691665599?e=1677715200&v=beta&t=kb_R51cL0fXUPQagZG6ILHIyblzqDf8ntuy_x_Vjm9g,CA,San Diego
Wella Company,,https://www.wellacompany.com,"5,001-10,000 employees",Personal Care Product Manufacturing,,"Wella Company is one of the world’s leading beauty companies, comprised of a family of iconic brands such as Wella Professionals, Clairol, OPI, Nioxin and ghd. With 6,000 employees globally, presence in over 100 countries, Wella Company and its brands enable consumers to look, feel, and be their true selves. As innovators in the hair and nail industry, Wella Company empowers its people to delight consumers, inspire beauty professionals, engage communities, and deliver sustainable growth to its stakeholders.",https://ch.linkedin.com/company/wella-company/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGbq3tKHm9eCg/company-logo_200_200/0/1625155396718?e=1677715200&v=beta&t=qtu_U6A6oppcHp42MTRbmaX2SjKxx8OOgX9uieuN3sM,,
Monolith Productions (WB Games),"Kirkland, WA",http://www.lith.com,201-500 employees,Computer Games,,"Applicants – please be advised that all email correspondence by official Warner Bros. Games recruiters will come from the @lith.com, @warnerbros.com or @wbgames.com domains. Our agency recruiters who reach out through LinkedIn will also properly identify themselves as employees of the companies that work with us. All other parties claiming to be our recruiters are not affiliated with Warner Bros. Games, Monolith or any of our studios. Please take care not to share your personal information with these contacts, nor click on any links embedded in their messages. If you have any questions, you can reach out to us directly at recruiting@wbgames.com.

***

Monolith is a premier developer of AAA video games based in Kirkland, Washington. Founded in 1994, we’re a focused, single-project studio backed by a global entertainment leader with a rich legacy of critically and culturally significant titles.

Our Middle-earth: Shadow franchise raised the bar for personal, player-driven stories with its award-winning Nemesis System and firmly established Monolith as an innovator in the open-world genre. 

For over two decades, we have controlled our destiny through the quality and success of our games. Whether it’s the groundbreaking AI of F.E.A.R., the storytelling and humor of No One Lives Forever, or the visceral action and violence of Blood and Condemned, many of our titles are still considered industry milestones to this day.

We are proud to have 20-year Monolith veterans working alongside brilliant new talent; a testament to our collaborative culture in which every voice is heard and every individual makes a significant contribution to our success. 

Together, we share a passion for expanding the possibilities of player-driven storytelling and discovering new frontiers in the open-world genre. If that sounds like you, we’d love to talk.",https://www.linkedin.com/company/monolith-productions/about,https://media-exp1.licdn.com/dms/image/C560BAQETYONZxp6TuQ/company-logo_200_200/0/1629141939011?e=1677715200&v=beta&t=1QLGSIoCiiS9PwWtqo8GbGDBjvh1_1wjR5_DM_UMrPA,WA,Kirkland
Skydance Animation,,https://skydance.com/animation/#-,201-500 employees,Animation and Post-production,,Where imagination is being re-imagined.,https://www.linkedin.com/company/skydanceanim/about,https://media-exp1.licdn.com/dms/image/C560BAQExWCfwarmaJw/company-logo_200_200/0/1599602250780?e=1677715200&v=beta&t=0TncOcDWfaAwzYlXL0kHpFUWjrcrbjPbpg_IqNveZnM,,
Gearbox Entertainment,"Frisco, Texas",http://www.gearbox.com,"501-1,000 employees",Computer Games,1999.0,"The Gearbox Entertainment Company, LLC is an award-winning creator and distributor of transmedia entertainment for people around the world. Gearbox Entertainment develops and publishes products through its subsidiaries, Gearbox Software and Gearbox Publishing. Gearbox Entertainment has become widely known for successful game franchises including Brothers in Arms and Borderlands, as well as acquired properties Duke Nukem and Homeworld, which it distributes across the world. Gearbox Software is an award-winning, independent developer of interactive entertainment based in Frisco, Texas. It was founded in 1999 by game industry veterans, and its first release was Half-Life: Opposing Force. Gearbox Publishing was established in 2016 with the goal of helping developers around the world bring their products to market while retaining their unique creative visions.

Gearbox’s ambition is to entertain the world and its key driving objectives include the pursuit of happiness for our talent, partners and customers, the prioritization of entertainment and creativity and a measured respect for profitability.

Gearbox is headquartered in Frisco, Texas, north of downtown Dallas. With the area’s exceptional public schools, low cost of living, energetic nightlife, fantastic professional and college sports teams, and amazing shopping and restaurants the Dallas metroplex has something for everyone.

For more information, visit www.Gearbox.com.",https://www.linkedin.com/company/gearbox-entertainment/about,https://media-exp1.licdn.com/dms/image/C4D0BAQGsIbVz8nWp4w/company-logo_200_200/0/1625238681348?e=1677715200&v=beta&t=qmTMe8qEz6OlJoNoNlGXuLci4LODsu8OKQEfU5rjVOU,TX,Frisco
Insomniac Events,"Calabasas, CA",http://www.insomniac.com,"1,001-5,000 employees",Entertainment Providers,1993.0,"Insomniac produces some of the most innovative, immersive music festivals and events in the world. Enhanced by state-of-the-art lighting, pyrotechnics and sound design, large-scale art installations, theatrical performers and next generation special effects, our events captivate the senses and inspire a unique level of fan interaction.  The quality of the Headliner experience is our top priority.

Insomniac produces 10,000 concerts, club nights and festivals for seven million attendees annually across the globe. Since its inception, Insomniac's events have taken place in 13 countries across five continents. The company's premiere annual event, Electric Daisy Carnival Las Vegas, is the world’s largest dance music festival and attracts more than 525,000 fans over three days. The company was founded by Pasquale Rotella and has been based in Los Angeles since it was formed in 1993.

Peep our jobs @ https://www.insomniac.com/careers/",https://www.linkedin.com/company/insomniac-events/about,https://media-exp1.licdn.com/dms/image/C510BAQGHAmcTm1ZcbQ/company-logo_200_200/0/1519948540402?e=1677715200&v=beta&t=uyM9ihFVD1JsuXbBL-17tWulGF2UOhQZVjf79ZjJSQ8,CA,Calabasas
CHANEL,"London, England",http://www.chanel.com,"10,001+ employees",Retail Luxury Goods and Jewelry,,"CHANEL is a private company and a world leader in creating, developing, manufacturing and distributing luxury products. 

Founded by Gabrielle Chanel at the beginning of the last century, CHANEL offers a broad range of high-end creations, including Ready-to-Wear, Leather Goods, Fashion Accessories, Eyewear, Fragrances, Makeup, Skincare, Jewelry and Watches. CHANEL is also renowned for its Haute Couture collections, presented twice yearly in Paris, and for having acquired a large number of specialized suppliers, collectively known as the Métiers d’Art. CHANEL is dedicated to ultimate luxury and to the highest level of craftsmanship. 
It is a brand whose core values remain historically grounded on exceptional creation. As such, CHANEL promotes culture, art, creativity and “savoir-faire” throughout the world, and invests significantly in people, R&D and innovation. 

At the end of 2019, CHANEL employed more than 28,000 people across the world.",https://uk.linkedin.com/company/chanel/about,https://media-exp1.licdn.com/dms/image/C4D0BAQEkruYyZO3-3g/company-logo_200_200/0/1575623209364?e=1677715200&v=beta&t=THzMaAdkUCh8lTRhx6jCbF-zUy3OKa72FgoG4vZXJe4,England,London
That's No Moon,"Los Angeles, CA",http://thatsnomoon.com,51-200 employees,Computer Games,2021.0,"The official LinkedIn of That’s No Moon⁠—a new independent AAA development studio founded by award-winning game makers and storytellers. Visit ThatsNoMoon.com to learn all about our team, see our open positions, and more.",https://www.linkedin.com/company/thats-no-moon-entertainment/about,https://media-exp1.licdn.com/dms/image/C560BAQHGnuwRnb4XUQ/company-logo_200_200/0/1657306821517?e=1677715200&v=beta&t=dfBX-CPCTuYWXDuMWs38Z5g-3rlMd8197ivM5AM65FA,CA,Los Angeles
Crafty Apes VFX,"Los Angeles, California",http://www.craftyapes.com,201-500 employees,"Movies, Videos, and Sound",2011.0,"Crafty Apes is a global visual effects company with offices in Los Angeles, Atlanta, New York, Vancouver, Montreal, Louisiana, and New Mexico.  We have over 450+ talented artists and production staff working to build and share in Crafty's success. The company celebrated its 10 year anniversary last year and was founded by three visual effects veterans, Chris LeDoux, Tim LeDoux, and Jason Sanford. 

Our projects include: Stranger Things 4, Woman in the Window, The Conjuring 3, Dear Evan Hansen, The Forever Purge, Spider-Man: No Way Home, Army of The Dead, Justice League: The Snyder Cut, Clint Eastwood’s Cry Macho, Mulan, The Underground Railroad, Coming 2 America, Jumanji 2, 
...and past credits: Hidden Figures, La La Land, Captain America: Civil War, Neighbors 2: Sorority Rising, Deadpool 2, Doctor Strange, Avengers: Age of Ultron, Foxcatcher, Alexander and the Horrible No-Good Very Bad Day, Into The Woods, Term Life, 12 Years a Slave, American Hustle, The Monkey King, Single Mom's Club, The Last Stand, A Madea's Christmas, Madea's Witness Protection...",https://www.linkedin.com/company/crafty-apes-llc/about,https://media-exp1.licdn.com/dms/image/C560BAQHmdAjGvctzVA/company-logo_200_200/0/1519877019512?e=1677715200&v=beta&t=1zf5-lVGWXv00bNnoGq7JK2Wa43lqmFNDz53bwnVmMY,CA,Los Angeles
Children Across America,"Milford, MA",http://www.childrenacrossamerica.org,11-50 employees,Non-profit Organizations,2007.0,"We are a nonprofit providing support to underserved families. We provide assistance in preventative health care as well as support for children’s growing education for students in grades K-5 through literacy and STEM programs, who can’t afford a private tutor, or professional tutoring services. By providing free educational programs, focusing on everything from the arts to math and science, students end the programs equipped with a motivated and positive mindset, as our volunteers acknowledge their success and growth during their time at the program. 

We work to improve children’s learning by providing alternative programs that are unique, fun and inspiring. Without the amazing support of the community, we would not be as successful as we are today in helping families and future generations.

At our core, reading comprehension and technology competencies are the focus of our programs.

To learn more, please visit www.ChildrenAcrossAmerica.org",https://www.linkedin.com/company/children-across-america/about,https://media-exp1.licdn.com/dms/image/C4E0BAQHoRxwp2cuS4Q/company-logo_200_200/0/1659409052640?e=1677715200&v=beta&t=65b0RGC10h3UGZG9xo1hRrPEGeP6ftPrQVAM5H1lJJw,MA,Milford
RUN Studios,"Seattle, Washington",http://www.runstudios.com,51-200 employees,Media Production,,"Digital media is a world that’s constantly evolving, and RUN Studios evolves right along with it. With roots in motion graphics and design, RUN handles any sort of 2D and 3D video and digital content creation that your projects demand, running the gamut from straight-up video production to social media artistry. We understand the realities of corporate projects, so we closely manage our work to hit all the right marks when it comes to solutions, timelines, and budgets.

Whether you’re looking for direction, design, editing, or any other production services, we’ll wow your senses while satisfying your business sensibilities.

Careers: Join Us!",https://www.linkedin.com/company/run-studios/about,https://media-exp1.licdn.com/dms/image/C560BAQH-40FCT1VRQQ/company-logo_200_200/0/1629124638889?e=1677715200&v=beta&t=PWYmRBkMLrHsFFU0KRNu2fyerBTP4oUJehrzSd_mnFA,WA,Seattle
Trailer Park Group,,http://www.trailerparkgroup.com,"501-1,000 employees",Advertising Services,1994.0,"Trailer Park Group is the industry leader in entertainment marketing and content production spanning N. America, Europe, and Asia-Pacific. Specializing in Streaming, Film, Gaming, Music and Sports, Trailer Park Group delivers best-in-class creative, strategy, and production capabilities across its specialty studios—Trailer Park, Art Machine, Mirada, MXW, White Turtle Studios, Mutiny, and Dark Burn Creative. For more information, please visit: www.trailerparkgroup.com.  ",https://www.linkedin.com/company/trailerparkgroup/about,https://media-exp1.licdn.com/dms/image/C560BAQH8zf1__RuVsg/company-logo_200_200/0/1652376800987?e=1677715200&v=beta&t=HdYbNDOg8h7zx561Lk8sXk6OtwrkLnYoI2Ofanj5FZ0,,
Varsity Spirit,"Memphis, Tennessee",http://www.varsity.com,"1,001-5,000 employees",Retail Apparel and Fashion,1974.0,"A division of Varsity Brands, Varsity Spirit is the leader in uniform innovation, as well as educational camps, clinics and competitions, impacting more than a million athletes each year. While our heritage is rich and our traditions renowned, we continue to be the leading global source for all things spirit, including cheerleading, dance team and performing arts. Our commitment to the health and well-being of the young people who participate is embedded in high quality educational curriculum and leadership in promoting safety standards.",https://www.linkedin.com/company/varsity-spirit/about,https://media-exp1.licdn.com/dms/image/C510BAQHZ3Ol5QKPn1g/company-logo_200_200/0/1519868246328?e=1677715200&v=beta&t=dIQNfT_4TcU_-2hcz33qawMRkjkwhVx-nKgZEjd2qmQ,TN,Memphis
TTi Global,"Bloomfield Hills, MI",http://www.tti-global.com,"1,001-5,000 employees",Staffing and Recruiting,1976.0,"TTi Global is one of the world’s leading providers of business performance solutions. Through our diverse and innovative services, we help clients enhance their operations, educate their personnel and obtain a crystal clear view of their business, its employees and their customers. With the support of our worldwide network, we’re able to drive effective, impactful change locally, regionally or on a global scale – change that delivers real value and real results.

Today, you’ll find TTi Global staffing, training, research, and consulting experts hard at work, every day, driving change and delivering results in more than 24 countries on five continents. As the world continues to change, TTi Global will continue to lead and adapt; never forgetting where we’ve come from, but believing that there’s no limit to where we can go.

For our employees, TTi Global offers competitive salaries, a great benefits package and our dedication to giving each employee the tools and opportunities they need to succeed. We offer full-time employment in challenging and dynamic settings, as well as contract and placement positions at some of the world’s top companies.

For clients, whatever your hiring needs are, our database of qualified candidates combined with our unique sourcing strategies allows us to quickly place higher-caliber candidates in your organization.

For more information on TTi Global please visit www.tti-global.com!",https://www.linkedin.com/company/tti-global/about,https://media-exp1.licdn.com/dms/image/C4E0BAQFwqaz48ry0LQ/company-logo_200_200/0/1576785483060?e=1677715200&v=beta&t=D_xiIHJEMRRg0HCUyE8q4VMJk6H8zKVcGGK92VeTEyA,MI,Bloomfield Hills
Funko,"Everett, WA",http://www.funko.com,"1,001-5,000 employees",Manufacturing,1998.0,"Funko (NASDAQ: FNKO) is a leading pop culture lifestyle brand. We provide connection to pop culture with a product line that includes vinyl figures, action toys, plush, apparel, board games, housewares, NFTs and accessories. As the world’s largest proprietor of licenses, entertainment enthusiasts display their fandom through the lens of Funko products.

The company also powers the Loungefly, Mondo, Funko Games and Digital Pop! brands, while offering a large selection of lifestyle goods through Funko.com, Loungefly.com and FunkoEurope.com as well as at our retail locations in Everett, Washington and Hollywood, California. Learn more at https://funko.com/, and follow us on Twitter (@OriginalFunko) and Instagram (@OriginalFunko).",https://www.linkedin.com/company/funko/about,https://media-exp1.licdn.com/dms/image/C560BAQGiP5zcLEnBhw/company-logo_200_200/0/1625179634780?e=1677715200&v=beta&t=p4OmzogjwAWMAdvhCHZzLDfhyyz7S5Z40ylbTsLNt-8,WA,Everett
Duolingo,"Pittsburgh, PA",https://www.duolingo.com/careers,"501-1,000 employees","Technology, Information and Internet",2011.0,"Duolingo is the world’s most popular way to learn a language. Our mission is to develop the best education in the world and make it universally available.

Founded in 2011 by Luis von Ahn and Severin Hacker, Duolingo is the most downloaded education app in the history of the App Store and in 2019 became the top-grossing education app worldwide. The app has been awarded Apple's iPhone App of the Year and Android's Best of the Best.

Learning a new language used to be expensive; we believe it should be free. Over 1.2 billion people are learning a second language and most of them are learning English to improve their lives.

Learning a new language is hard; we believe it can be fun. We use bite-sized lessons that feel like playing a game to keep our learners motivated. 

With over 500 million learners we have unprecedented data insights on how people learn. Our teams of language learning scientists, machine learning engineers, and AI experts use this data to constantly improve our effectiveness. We’re building a future in which the highest-quality education is accessible to all. 

Duolingo has raised US $138 million from investors including Union Square Ventures, Capital G (formerly Google Capital), NewView Capital, Kleiner Perkins Caufield & Byers, Drive Capital, Ashton Kutcher and Tim Ferriss.

Duolingo has been named to: Forbes' ""Next Billion Dollar Startups"" (2019), CNBC's Disruptor 50 (2018, 2019), Fortune's ""Change the World"" list (2019), TIME Magazine's Genius Companies (2018), Fast Company's ""Most Innovative Companies"" (2017, 2018, 2020), Inc.'s ""Best Places to Work"" (2018), Entrepreneur's ""Top Company Cultures"" (2018).

For New Grads and Interns: http://university.duolingo.com",https://www.linkedin.com/company/duolingo/about,https://media-exp1.licdn.com/dms/image/C560BAQHd72JkEVaFHw/company-logo_200_200/0/1657189019428?e=1677715200&v=beta&t=iMfSfHL-soBdoBP5g89hIqHcZennG-TWGAYLrG0UxQA,PA,Pittsburgh
Central Market,"Dallas, Texas",https://centralmarket.com/careers/,"1,001-5,000 employees",Retail,1994.0,"We are really into food! With hundreds of cheeses, thousands of wines, acres of produce, and aisles of experts, we make it our mission to help you experience food in a whole new way. We think beyond the plate, with cooking classes, live music, and more at every location. You will taste unforgettable food, discover flavors you never knew you couldn’t live without, and fall in love. See why Central Market is more than a store. It’s a foodie wonderland. Come fill a basket with your favorites, & fill your head with ideas. 

You don’t get to be the kind of store Central Market is without great people. Even better when those great people are food fanatics. From our sourcing experts to our in-store Foodies and our cooking school instructors, everyone comes together, every day, devoted to the same cause: the love of food.

You won’t just love your job at Central Market; you’ll crave it. Work with other passionate Foodies in a friendly, supportive environment. ",https://www.linkedin.com/company/centralmarket/about,https://media-exp1.licdn.com/dms/image/C4D0BAQEA9CRdHrz0WA/company-logo_200_200/0/1614806242864?e=1677715200&v=beta&t=KDuBKfzKapKCNhmzgxkOG3Y1CRTHx-FZaugak2hsu34,TX,Dallas
